attrib_name	TCGA.2A.A8VL	TCGA.2A.A8VO	TCGA.2A.A8VT	TCGA.2A.A8VV	TCGA.2A.A8VX	TCGA.2A.A8W1	TCGA.2A.A8W3	TCGA.2A.AAYF	TCGA.2A.AAYO	TCGA.2A.AAYU	TCGA.4L.AA1F	TCGA.CH.5737	TCGA.CH.5738	TCGA.CH.5739	TCGA.CH.5740	TCGA.CH.5741	TCGA.CH.5743	TCGA.CH.5744	TCGA.CH.5745	TCGA.CH.5746	TCGA.CH.5748	TCGA.CH.5750	TCGA.CH.5752	TCGA.CH.5753	TCGA.CH.5754	TCGA.CH.5761	TCGA.CH.5762	TCGA.CH.5763	TCGA.CH.5764	TCGA.CH.5765	TCGA.CH.5766	TCGA.CH.5767	TCGA.CH.5768	TCGA.CH.5769	TCGA.CH.5771	TCGA.CH.5772	TCGA.CH.5788	TCGA.CH.5789	TCGA.CH.5790	TCGA.CH.5791	TCGA.CH.5792	TCGA.CH.5794	TCGA.EJ.5494	TCGA.EJ.5495	TCGA.EJ.5496	TCGA.EJ.5497	TCGA.EJ.5498	TCGA.EJ.5499	TCGA.EJ.5501	TCGA.EJ.5502	TCGA.EJ.5503	TCGA.EJ.5504	TCGA.EJ.5505	TCGA.EJ.5506	TCGA.EJ.5507	TCGA.EJ.5508	TCGA.EJ.5509	TCGA.EJ.5510	TCGA.EJ.5511	TCGA.EJ.5512	TCGA.EJ.5514	TCGA.EJ.5515	TCGA.EJ.5516	TCGA.EJ.5517	TCGA.EJ.5518	TCGA.EJ.5519	TCGA.EJ.5521	TCGA.EJ.5522	TCGA.EJ.5524	TCGA.EJ.5525	TCGA.EJ.5526	TCGA.EJ.5527	TCGA.EJ.5530	TCGA.EJ.5531	TCGA.EJ.5532	TCGA.EJ.5542	TCGA.EJ.7115	TCGA.EJ.7123	TCGA.EJ.7125	TCGA.EJ.7218	TCGA.EJ.7312	TCGA.EJ.7314	TCGA.EJ.7315	TCGA.EJ.7317	TCGA.EJ.7318	TCGA.EJ.7321	TCGA.EJ.7325	TCGA.EJ.7327	TCGA.EJ.7328	TCGA.EJ.7330	TCGA.EJ.7331	TCGA.EJ.7781	TCGA.EJ.7782	TCGA.EJ.7783	TCGA.EJ.7784	TCGA.EJ.7785	TCGA.EJ.7786	TCGA.EJ.7788	TCGA.EJ.7789	TCGA.EJ.7791	TCGA.EJ.7792	TCGA.EJ.7793	TCGA.EJ.7794	TCGA.EJ.7797	TCGA.EJ.8468	TCGA.EJ.8469	TCGA.EJ.8470	TCGA.EJ.8472	TCGA.EJ.8474	TCGA.EJ.A46B	TCGA.EJ.A46D	TCGA.EJ.A46E	TCGA.EJ.A46F	TCGA.EJ.A46G	TCGA.EJ.A46H	TCGA.EJ.A46I	TCGA.EJ.A65B	TCGA.EJ.A65D	TCGA.EJ.A65E	TCGA.EJ.A65F	TCGA.EJ.A65G	TCGA.EJ.A65J	TCGA.EJ.A65M	TCGA.EJ.A6RA	TCGA.EJ.A6RC	TCGA.EJ.A7NF	TCGA.EJ.A7NG	TCGA.EJ.A7NH	TCGA.EJ.A7NJ	TCGA.EJ.A7NK	TCGA.EJ.A7NM	TCGA.EJ.A7NN	TCGA.EJ.A8FN	TCGA.EJ.A8FO	TCGA.EJ.A8FP	TCGA.EJ.A8FS	TCGA.EJ.A8FU	TCGA.EJ.AB20	TCGA.EJ.AB27	TCGA.FC.7708	TCGA.FC.7961	TCGA.FC.A4JI	TCGA.FC.A5OB	TCGA.FC.A66V	TCGA.FC.A6HD	TCGA.FC.A8O0	TCGA.G9.6329	TCGA.G9.6332	TCGA.G9.6333	TCGA.G9.6336	TCGA.G9.6338	TCGA.G9.6339	TCGA.G9.6342	TCGA.G9.6343	TCGA.G9.6347	TCGA.G9.6348	TCGA.G9.6351	TCGA.G9.6353	TCGA.G9.6354	TCGA.G9.6356	TCGA.G9.6361	TCGA.G9.6362	TCGA.G9.6363	TCGA.G9.6364	TCGA.G9.6365	TCGA.G9.6366	TCGA.G9.6367	TCGA.G9.6369	TCGA.G9.6370	TCGA.G9.6371	TCGA.G9.6373	TCGA.G9.6377	TCGA.G9.6378	TCGA.G9.6379	TCGA.G9.6384	TCGA.G9.6385	TCGA.G9.6494	TCGA.G9.6496	TCGA.G9.6498	TCGA.G9.6499	TCGA.G9.7509	TCGA.G9.7510	TCGA.G9.7519	TCGA.G9.7521	TCGA.G9.7522	TCGA.G9.7523	TCGA.G9.7525	TCGA.G9.A9S0	TCGA.G9.A9S4	TCGA.G9.A9S7	TCGA.H9.7775	TCGA.H9.A6BX	TCGA.H9.A6BY	TCGA.HC.7075	TCGA.HC.7077	TCGA.HC.7078	TCGA.HC.7079	TCGA.HC.7080	TCGA.HC.7081	TCGA.HC.7209	TCGA.HC.7210	TCGA.HC.7211	TCGA.HC.7212	TCGA.HC.7213	TCGA.HC.7230	TCGA.HC.7231	TCGA.HC.7232	TCGA.HC.7233	TCGA.HC.7736	TCGA.HC.7737	TCGA.HC.7738	TCGA.HC.7740	TCGA.HC.7742	TCGA.HC.7744	TCGA.HC.7745	TCGA.HC.7747	TCGA.HC.7748	TCGA.HC.7749	TCGA.HC.7750	TCGA.HC.7752	TCGA.HC.7817	TCGA.HC.7818	TCGA.HC.7819	TCGA.HC.7820	TCGA.HC.7821	TCGA.HC.8213	TCGA.HC.8216	TCGA.HC.8256	TCGA.HC.8257	TCGA.HC.8258	TCGA.HC.8259	TCGA.HC.8260	TCGA.HC.8261	TCGA.HC.8262	TCGA.HC.8264	TCGA.HC.8265	TCGA.HC.8266	TCGA.HC.A48F	TCGA.HC.A4ZV	TCGA.HC.A631	TCGA.HC.A632	TCGA.HC.A6AL	TCGA.HC.A6AN	TCGA.HC.A6AO	TCGA.HC.A6AP	TCGA.HC.A6AQ	TCGA.HC.A6AS	TCGA.HC.A6HX	TCGA.HC.A6HY	TCGA.HC.A76W	TCGA.HC.A76X	TCGA.HC.A8CY	TCGA.HC.A8D0	TCGA.HC.A8D1	TCGA.HC.A9TE	TCGA.HC.A9TH	TCGA.HI.7168	TCGA.HI.7169	TCGA.HI.7170	TCGA.HI.7171	TCGA.J4.8198	TCGA.J4.8200	TCGA.J4.A67K	TCGA.J4.A67L	TCGA.J4.A67M	TCGA.J4.A67N	TCGA.J4.A67O	TCGA.J4.A67Q	TCGA.J4.A67R	TCGA.J4.A67S	TCGA.J4.A67T	TCGA.J4.A6G1	TCGA.J4.A6G3	TCGA.J4.A6M7	TCGA.J4.A83I	TCGA.J4.A83J	TCGA.J4.A83K	TCGA.J4.A83L	TCGA.J4.A83M	TCGA.J4.A83N	TCGA.J4.AATV	TCGA.J4.AATZ	TCGA.J4.AAU2	TCGA.J9.A52B	TCGA.J9.A52C	TCGA.J9.A52D	TCGA.J9.A52E	TCGA.J9.A8CK	TCGA.J9.A8CL	TCGA.J9.A8CM	TCGA.J9.A8CN	TCGA.J9.A8CP	TCGA.KC.A4BL	TCGA.KC.A4BN	TCGA.KC.A4BO	TCGA.KC.A4BR	TCGA.KC.A4BV	TCGA.KC.A7F3	TCGA.KC.A7F5	TCGA.KC.A7F6	TCGA.KC.A7FA	TCGA.KC.A7FD	TCGA.KC.A7FE	TCGA.KK.A59V	TCGA.KK.A59X	TCGA.KK.A59Y	TCGA.KK.A59Z	TCGA.KK.A5A1	TCGA.KK.A6DY	TCGA.KK.A6E0	TCGA.KK.A6E1	TCGA.KK.A6E2	TCGA.KK.A6E3	TCGA.KK.A6E4	TCGA.KK.A6E5	TCGA.KK.A6E7	TCGA.KK.A6E8	TCGA.KK.A7AP	TCGA.KK.A7AQ	TCGA.KK.A7AU	TCGA.KK.A7AV	TCGA.KK.A7AW	TCGA.KK.A7AY	TCGA.KK.A7B0	TCGA.KK.A7B1	TCGA.KK.A7B2	TCGA.KK.A7B3	TCGA.KK.A7B4	TCGA.KK.A8I4	TCGA.KK.A8I5	TCGA.KK.A8I6	TCGA.KK.A8I7	TCGA.KK.A8I8	TCGA.KK.A8I9	TCGA.KK.A8IA	TCGA.KK.A8IB	TCGA.KK.A8IC	TCGA.KK.A8ID	TCGA.KK.A8IF	TCGA.KK.A8IG	TCGA.KK.A8IH	TCGA.KK.A8II	TCGA.KK.A8IJ	TCGA.KK.A8IK	TCGA.KK.A8IL	TCGA.KK.A8IM	TCGA.M7.A71Z	TCGA.M7.A720	TCGA.M7.A721	TCGA.M7.A722	TCGA.M7.A723	TCGA.M7.A724	TCGA.M7.A725	TCGA.MG.AAMC	TCGA.QU.A6IL	TCGA.QU.A6IM	TCGA.QU.A6IN	TCGA.QU.A6IO	TCGA.QU.A6IP	TCGA.SU.A7E7	TCGA.TK.A8OK	TCGA.TP.A8TT	TCGA.TP.A8TV	TCGA.V1.A8MF	TCGA.V1.A8MG	TCGA.V1.A8MJ	TCGA.V1.A8MK	TCGA.V1.A8ML	TCGA.V1.A8MM	TCGA.V1.A8MU	TCGA.V1.A8WL	TCGA.V1.A8WN	TCGA.V1.A8WS	TCGA.V1.A8WV	TCGA.V1.A8WW	TCGA.V1.A8X3	TCGA.V1.A9O5	TCGA.V1.A9O7	TCGA.V1.A9O9	TCGA.V1.A9OA	TCGA.V1.A9OF	TCGA.V1.A9OH	TCGA.V1.A9OL	TCGA.V1.A9OQ	TCGA.V1.A9OT	TCGA.V1.A9OX	TCGA.V1.A9OY	TCGA.V1.A9Z7	TCGA.V1.A9Z8	TCGA.V1.A9Z9	TCGA.V1.A9ZG	TCGA.V1.A9ZI	TCGA.V1.A9ZK	TCGA.V1.A9ZR	TCGA.VN.A88I	TCGA.VN.A88K	TCGA.VN.A88L	TCGA.VN.A88M	TCGA.VN.A88N	TCGA.VN.A88O	TCGA.VN.A88P	TCGA.VN.A88Q	TCGA.VN.A88R	TCGA.VN.A943	TCGA.VP.A872	TCGA.VP.A875	TCGA.VP.A876	TCGA.VP.A878	TCGA.VP.A879	TCGA.VP.A87B	TCGA.VP.A87C	TCGA.VP.A87D	TCGA.VP.A87E	TCGA.VP.A87H	TCGA.VP.A87J	TCGA.VP.A87K	TCGA.VP.AA1N	TCGA.WW.A8ZI	TCGA.X4.A8KQ	TCGA.X4.A8KS	TCGA.XA.A8JR	TCGA.XJ.A83F	TCGA.XJ.A83G	TCGA.XJ.A83H	TCGA.XJ.A9DI	TCGA.XJ.A9DK	TCGA.XJ.A9DQ	TCGA.XJ.A9DX	TCGA.XK.AAIR	TCGA.XK.AAIV	TCGA.XK.AAIW	TCGA.XK.AAJ3	TCGA.XK.AAJA	TCGA.XK.AAJP	TCGA.XK.AAJR	TCGA.XK.AAJT	TCGA.XK.AAJU	TCGA.XK.AAK1	TCGA.XQ.A8TA	TCGA.XQ.A8TB	TCGA.Y6.A8TL	TCGA.Y6.A9XI	TCGA.YJ.A8SW	TCGA.YL.A8HJ	TCGA.YL.A8HK	TCGA.YL.A8HL	TCGA.YL.A8HM	TCGA.YL.A8HO	TCGA.YL.A8S8	TCGA.YL.A8S9	TCGA.YL.A8SA	TCGA.YL.A8SB	TCGA.YL.A8SC	TCGA.YL.A8SF	TCGA.YL.A8SH	TCGA.YL.A8SI	TCGA.YL.A8SJ	TCGA.YL.A8SK	TCGA.YL.A8SL	TCGA.YL.A8SO	TCGA.YL.A8SP	TCGA.YL.A8SQ	TCGA.YL.A8SR	TCGA.YL.A9WH	TCGA.YL.A9WI	TCGA.YL.A9WJ	TCGA.YL.A9WK	TCGA.YL.A9WL	TCGA.YL.A9WX	TCGA.YL.A9WY	TCGA.ZG.A8QW	TCGA.ZG.A8QX	TCGA.ZG.A8QY	TCGA.ZG.A8QZ	TCGA.ZG.A9KY	TCGA.ZG.A9L0	TCGA.ZG.A9L1	TCGA.ZG.A9L2	TCGA.ZG.A9L4	TCGA.ZG.A9L5	TCGA.ZG.A9L6	TCGA.ZG.A9L9	TCGA.ZG.A9LB	TCGA.ZG.A9LM	TCGA.ZG.A9LN	TCGA.ZG.A9LS	TCGA.ZG.A9LU	TCGA.ZG.A9LY	TCGA.ZG.A9LZ	TCGA.ZG.A9M4	TCGA.ZG.A9MC	TCGA.ZG.A9N3	TCGA.ZG.A9ND	TCGA.ZG.A9NI
hsa-let-7a-1	12.8338	12.5214	13.8688	13.5345	13.0709	12.7865	12.758	12.8664	12.3853	12.2594	12.1847	12.9442	13.0476	13.053	13.8072	13.7894	12.6219	13.1538	12.6354	12.9691	12.9019	13.0841	13.1294	12.8263	13.4024	13.4264	12.9473	12.6188	12.8352	13.4199	12.8377	12.5401	12.8762	12.6165	12.2864	12.8876	12.6971	12.7897	13.5773	13.276	12.5258	12.9725	13.5231	12.5455	13.202	13.2008	12.8288	12.5448	12.7165	12.5922	12.2223	12.9376	13.4711	13.0779	13.2009	12.5927	12.842	12.1756	12.1364	12.4813	13.0132	13.3461	13.8719	13.5198	13.4142	13.5946	12.9084	13.1045	13.4677	14.3068	13.8505	13.4467	13.9334	13.1242	13.7862	13.1354	12.1056	13.6752	13.565	11.9942	12.7871	12.4325	12.9415	12.9858	12.9389	13.4261	12.6705	12.62	12.2477	12.0734	12.3634	12.1033	12.3395	12.3724	12.832	12.3262	12.2109	12.45	13.1583	12.0284	11.931	12.9121	12.2052	12.6105	12.9915	13.1205	13.0689	12.6908	12.4085	12.8377	12.8893	12.7062	12.9451	12.1066	12.1637	12.927	12.6525	13.6984	13.211	13.7097	13.2045	13.3942	12.904	12.6954	12.2944	13.4976	12.5922	12.964	12.8051	12.2101	13.9418	13.5563	11.9921	12.9971	12.7277	12.7174	12.4632	13.284	12.8811	12.5566	13.0474	13.541	12.9091	13.1447	13.6799	13.3173	12.9698	12.9207	13.4815	11.7	13.1559	12.9771	12.951	12.3637	12.2244	11.8413	12.6245	13.3472	13.7283	12.5364	12.9037	12.6478	12.1472	12.3101	12.0294	12.3286	11.8411	13.015	11.3625	12.4412	12.3976	13.6335	12.1239	12.6996	12.7848	12.3914	13.0482	12.5806	13.1753	12.8394	14.0116	12.8079	12.3292	12.5226	12.6621	12.5301	13.0594	12.9361	13.6832	12.8884	12.6421	12.7114	12.577	12.9629	12.9024	13.1014	12.1689	13.6531	13.2464	12.4808	12.3671	12.285	13.0504	13.1786	13.0577	12.8679	12.3447	12.3093	12.7797	12.3841	12.3862	11.945	12.1892	12.1752	12.5505	11.5569	12.7711	12.915	12.1507	12.4018	12.8678	11.8671	12.844	12.6958	12.8243	12.7566	12.6445	13.2406	12.772	12.8039	12.8371	12.7495	13.066	13.088	12.2288	13.2213	12.5348	13.6287	12.9268	12.5378	13.0544	12.9953	13.2473	13.3429	12.7724	12.8003	12.7889	12.6833	13.4621	12.8405	13.1882	12.9169	13.0384	12.351	12.2366	13.0791	12.5193	12.3232	12.6634	12.7787	13.3451	12.9939	12.9246	13.2801	12.8705	13.3683	12.6036	12.3532	12.9495	12.6893	12.8543	13.4612	13.2676	13.3564	13.2564	13.7379	12.35	12.3836	12.4741	12.7438	12.6675	12.2722	13.6212	13.2207	12.3917	13.3613	11.7971	12.5249	12.3993	11.98	12.3374	13.0246	12.6684	13.1946	13.3313	12.4742	12.6616	12.3047	13.5689	12.9149	13.2489	13.5825	12.7689	12.9886	13.1276	12.8146	12.6523	13.4928	13.4119	13.0269	13.4522	14.0746	12.7242	13.6774	12.9817	13.3182	13.0437	13.1438	13.775	14.177	13.6224	13.2937	12.9974	12.8434	12.9811	12.6928	12.895	13.2962	12.7424	12.8545	12.7038	13.2374	12.9433	12.9259	13.4307	12.307	12.6948	13.6477	14.2311	13.0479	13.5377	13.6095	12.2513	13.8795	12.9284	12.7224	12.6613	12.234	12.8461	13.8438	12.726	14.5048	12.3461	13.5444	13.2599	12.6112	13.1865	12.4425	12.7353	12.6723	12.4412	13.0454	12.6181	13.1746	13.3372	12.5476	13.1658	13.3764	13.0622	12.5934	12.8241	12.5573	11.7275	12.9959	12.8883	13.2116	13.1091	12.1246	13.445	12.776	13.5817	13.0151	12.9084	12.5341	12.7604	13.2976	13.1749	13.2758	12.6873	12.6899	12.902	13.483	13.2653	13.0135	12.4927	12.5968	12.4718	12.917	13.9277	12.6519	12.0258	13.2815	12.5889	13.2132	11.7411	12.8821	12.2457	12.7315	12.516	12.9034	12.1815	13.1875	12.0434	12.7574	12.392	13.1851	12.9357	12.8485	12.6597	13.2515	12.2073	12.6877	12.6599	12.3015	13.0142	12.8614	13.2798	12.4672	12.8923	12.3865	13.2393	12.6083	12.8805	12.1321	12.7903	12.3586	12.506	13.4638	13.4391	12.1789	12.6302	13.4292	12.9009	12.3756	12.7237	13.3643	13.2531	13.2617	12.7394	13.1249	13.3519	12.9176	13.8079	12.5018	12.2344	12.4682	13.1282	12.7978	13.8884	12.4879	12.9341	13.448	13.5858	13.4383	12.7014	12.6539	13.6332	12.6091	12.7411	12.3776	12.2062	12.3718	12.3846	13.1164	12.4603	13.0735	13.3965	12.2038	12.7859	12.8903	12.6582	11.9658	13.1388	12.6581	12.7196	12.1542	12.617	12.0258	12.4178	13.4111	12.4678	11.9477	13.2082	12.3981
hsa-let-7a-2	13.8371	13.5094	14.8641	14.5199	14.0424	13.7563	13.7657	13.8504	13.3905	13.2501	13.174	13.9377	14.0424	14.0458	14.8144	14.7806	13.6226	14.1479	13.6205	13.9601	13.9028	14.0844	14.1334	13.8121	14.3992	14.4306	13.9409	13.6152	13.831	14.4267	13.8365	13.5709	13.8763	13.6177	13.2874	13.8789	13.6738	13.7899	14.5714	14.2631	13.5346	13.9651	14.5225	13.535	14.1977	14.1993	13.8279	13.556	13.7067	13.6094	13.2049	13.9488	14.4869	14.0802	14.2005	13.5936	13.8305	13.1527	13.1273	13.4736	14.0077	14.354	14.8613	14.5273	14.4182	14.5997	13.8984	14.0878	14.4602	15.3048	14.8472	14.4402	14.9211	14.1236	14.7824	14.125	13.0794	14.6708	14.5649	12.9438	13.7713	13.4434	13.924	13.9905	13.9286	14.4224	13.6538	13.6217	13.2521	13.0636	13.3578	13.1269	13.3191	13.3739	13.8324	13.3176	13.2216	13.4518	14.1097	13.0398	12.9192	13.9165	13.2088	13.6081	14.001	14.1321	14.0679	13.6873	13.4184	13.823	13.8844	13.7075	13.947	13.104	13.1693	13.9126	13.633	14.658	14.184	14.6955	14.1952	14.371	13.8479	13.6946	13.2981	14.4853	13.5854	13.9413	13.8032	13.2091	14.9495	14.5466	12.9375	13.9768	13.7287	13.6961	13.4494	14.2863	13.867	13.5495	14.0412	14.5298	13.8368	14.1425	14.6636	14.3195	13.968	13.921	14.4722	12.6946	14.1544	13.9443	13.9544	13.358	13.2193	12.8515	13.6291	14.3282	14.7135	13.5403	13.8893	13.6626	13.1348	13.3245	13.0209	13.3361	12.8591	14.0292	12.364	13.4659	13.3926	14.6459	13.1108	13.6918	13.7935	13.402	14.0373	13.5816	14.1712	13.8473	14.9801	13.7955	13.3311	13.5036	13.6619	13.5165	14.0688	13.9286	14.6672	13.8706	13.6279	13.7044	13.5615	13.9608	13.8936	14.0933	13.1774	14.6667	14.2493	13.4835	13.3688	13.3114	14.0561	14.1842	14.0499	13.8525	13.3469	13.31	13.7759	13.4093	13.4047	12.9427	13.1895	13.1819	13.5435	12.5504	13.7572	13.9042	13.1478	13.4067	13.8665	12.8504	13.851	13.7049	13.826	13.7545	13.614	14.2458	13.7788	13.7953	13.8423	13.7564	14.0523	14.0964	13.2309	14.2084	13.5399	14.632	13.8915	13.5402	14.023	13.9885	14.2359	14.3121	13.7549	13.8001	13.7931	13.6749	14.433	13.8298	14.1642	13.8795	14.0401	13.3383	13.2361	14.0712	13.5105	13.3197	13.6635	13.7851	14.3606	13.9772	13.9334	14.2735	13.856	14.3513	13.5964	13.3604	13.9297	13.6686	13.834	14.4541	14.2683	14.352	14.2423	14.7238	13.3536	13.3608	13.4712	13.7208	13.678	13.241	14.6041	14.1995	13.3775	14.3529	12.7983	13.5383	13.3909	12.9755	13.3156	14.0095	13.676	14.1973	14.3362	13.4749	13.6693	13.2906	14.5175	13.908	14.2312	14.5587	13.7661	13.9629	14.1008	13.8041	13.5695	14.4485	14.4111	14.0062	14.4468	15.0541	13.7236	14.6461	13.9644	14.3203	14.0164	14.139	14.7734	15.1672	14.611	14.289	14.013	13.8323	13.956	13.6608	13.8814	14.2972	13.7295	13.8614	13.6825	14.2352	13.931	13.9059	14.4179	13.2925	13.6704	14.6413	15.219	14.0299	14.5313	14.5929	13.2483	14.8696	13.9175	13.7262	13.636	13.2237	13.8365	14.8198	13.7246	15.5042	13.3105	14.5457	14.2306	13.6314	14.1585	13.4081	13.7273	13.6606	13.4318	14.0354	13.6238	14.1604	14.3228	13.5439	14.1486	14.3469	14.0585	13.5909	13.8085	13.5378	12.7176	13.9901	13.8714	14.2048	14.0907	13.0987	14.4387	13.763	14.5642	14.0189	13.8996	13.5105	13.7368	14.2735	14.1558	14.2495	13.6727	13.7026	13.9012	14.4738	14.2593	14.0117	13.4794	13.5859	13.4571	13.8909	14.9182	13.6191	13.0093	14.2928	13.605	14.2259	12.7135	13.8708	13.2206	13.7289	13.5194	13.8742	13.1673	14.1696	13.0188	13.7483	13.375	14.1725	13.9117	13.85	13.6467	14.2525	13.2046	13.6836	13.6441	13.2738	14.0141	13.848	14.2826	13.4857	13.8823	13.4	14.2179	13.6061	13.8674	13.1217	13.7796	13.3565	13.4933	14.4436	14.4551	13.1727	13.6383	14.4173	13.9021	13.3588	13.7147	14.3404	14.2541	14.2432	13.7367	14.0886	14.3394	13.8967	14.7826	13.5052	13.2037	13.4599	14.1192	13.7802	14.8806	13.4739	13.911	14.443	14.5794	14.4333	13.6881	13.6352	14.6157	13.5784	13.7411	13.3789	13.2043	13.3514	13.3588	14.1029	13.4636	14.0553	14.3773	13.1969	13.7804	13.8728	13.6494	12.9451	14.1181	13.6521	13.7165	13.1402	13.6256	13.0134	13.4166	14.3997	13.4625	12.9549	14.192	13.3805
hsa-let-7a-3	12.8425	12.5258	13.8875	13.5249	13.0449	12.7676	12.7648	12.8561	12.406	12.2479	12.1934	12.9471	13.0559	13.0576	13.8184	13.7901	12.6385	13.1644	12.638	12.9753	12.8975	13.0863	13.143	12.8253	13.4091	13.4378	12.9359	12.6236	12.8381	13.4195	12.8411	12.5697	12.886	12.6325	12.2822	12.8849	12.6803	12.8084	13.5795	13.267	12.5376	12.9764	13.5322	12.5481	13.2105	13.2228	12.8423	12.5454	12.7144	12.6	12.2124	12.9543	13.4753	13.085	13.2108	12.6048	12.8442	12.1801	12.1211	12.4824	13.0163	13.3526	13.876	13.5332	13.4037	13.5903	12.9061	13.0955	13.4689	14.3123	13.8596	13.4511	13.9267	13.1306	13.783	13.1454	12.0925	13.6835	13.5423	12.0118	12.7742	12.4593	12.9313	12.9865	12.9358	13.4435	12.6535	12.6246	12.2469	12.074	12.3803	12.1298	12.3397	12.3628	12.8186	12.328	12.2188	12.4459	13.1355	12.0417	11.9505	12.9117	12.2134	12.621	13.0011	13.1274	13.0795	12.6926	12.4298	12.838	12.8845	12.7112	12.9519	12.1328	12.1676	12.9199	12.6453	13.647	13.1955	13.693	13.1982	13.376	12.8789	12.7013	12.2983	13.4771	12.5858	12.9474	12.7999	12.2157	13.9453	13.5612	11.9619	12.9839	12.7367	12.7009	12.4547	13.2983	12.889	12.545	13.0388	13.5729	12.8423	13.1455	13.6776	13.326	12.9769	12.9273	13.4817	11.6868	13.1631	12.9641	12.9678	12.3636	12.2274	11.8633	12.6352	13.3393	13.722	12.5615	12.8885	12.6473	12.1402	12.3252	12.0377	12.3363	11.865	13.0114	11.3527	12.454	12.4073	13.645	12.1306	12.6956	12.7784	12.4103	13.0466	12.5682	13.1676	12.848	13.9938	12.8001	12.3429	12.5112	12.6786	12.5184	13.076	12.9362	13.6874	12.8606	12.6314	12.7107	12.5679	12.9565	12.8995	13.0948	12.1791	13.6894	13.2554	12.4956	12.3744	12.322	13.0583	13.1864	13.0576	12.8761	12.3664	12.2979	12.803	12.4172	12.4023	11.9415	12.2101	12.1807	12.553	11.5745	12.7527	12.9195	12.1749	12.407	12.8723	11.8801	12.8475	12.6961	12.8214	12.7496	12.6131	13.2488	12.7987	12.8104	12.847	12.7592	13.0485	13.0885	12.2439	13.2159	12.5416	13.629	12.9074	12.5411	13.0196	12.9987	13.2426	13.2962	12.7583	12.7943	12.7919	12.6867	13.4352	12.832	13.1673	12.8887	13.0426	12.36	12.2432	13.0732	12.527	12.3349	12.668	12.7592	13.3473	12.9799	12.9526	13.2924	12.8514	13.3566	12.6059	12.3727	12.9639	12.6739	12.8306	13.4563	13.272	13.3577	13.2557	13.7237	12.3563	12.3681	12.4763	12.7227	12.6878	12.273	13.621	13.2143	12.4039	13.3696	11.8127	12.5375	12.386	11.9858	12.3235	13.0088	12.6848	13.2065	13.3329	12.4856	12.6905	12.3043	13.5182	12.8821	13.2305	13.5781	12.7709	12.9695	13.105	12.8137	12.594	13.4673	13.4003	13.0209	13.4568	14.055	12.7227	13.6463	12.969	13.3354	13.0013	13.1414	13.769	14.1729	13.6065	13.2814	13.0122	12.8292	12.9661	12.6747	12.8957	13.3086	12.729	12.8677	12.6911	13.2384	12.9314	12.9136	13.4344	12.316	12.6886	13.6466	14.2215	13.0326	13.5392	13.5887	12.2468	13.8717	12.9251	12.7226	12.6595	12.2297	12.8356	13.8401	12.7347	14.5183	12.3337	13.5373	13.2461	12.6342	13.1762	12.4353	12.7185	12.6703	12.444	13.0353	12.6397	13.1637	13.3442	12.5416	13.1645	13.3526	13.0842	12.6001	12.8056	12.5632	11.7298	12.9982	12.8836	13.2005	13.0892	12.1217	13.444	12.7793	13.5732	13.0315	12.914	12.5319	12.7558	13.2663	13.1727	13.2664	12.6819	12.7072	12.9019	13.4779	13.2548	13.0285	12.4853	12.5919	12.4811	12.9053	13.9321	12.6188	12.0426	13.2902	12.6151	13.2193	11.7614	12.8791	12.2338	12.7459	12.5241	12.9114	12.2006	13.178	12.0175	12.7559	12.405	13.1819	12.9395	12.8641	12.6489	13.2529	12.2148	12.6778	12.6469	12.2729	13.0117	12.8641	13.285	12.4936	12.8885	12.4087	13.2415	12.6383	12.8857	12.1368	12.7981	12.3501	12.5024	13.4547	13.4727	12.1509	12.6356	13.4227	12.9212	12.3588	12.7284	13.3352	13.264	13.2573	12.7405	13.0979	13.3396	12.9158	13.7906	12.5023	12.2247	12.4774	13.1169	12.7838	13.8829	12.4754	12.9395	13.4277	13.5816	13.4379	12.7148	12.6601	13.6277	12.5925	12.7427	12.3603	12.1775	12.3753	12.3797	13.1134	12.4666	13.0565	13.3783	12.2047	12.7838	12.8672	12.6547	11.9619	13.1249	12.6474	12.7161	12.1562	12.6188	12.0217	12.4118	13.4034	12.4741	11.9584	13.1931	12.4046
